#gene	EvC.norm.abs.stat
SLC6A8	0.392962097
NCAPG	0.392404669
MBNL3	0.392378548
UBE2W	0.391947341
GPC3	0.391443098
CDH17	0.391248102
AMOTL1	0.390938277
GNL3	0.390653687
PRRT3	0.39054297
IL7R	0.390348953
NSMAF	0.39024476
SHMT2	0.390191792
CENPF	0.390022982
GRIN2C	0.389955443
TSBP1	0.389788593
STOX2	0.389778293
KIF5C	0.389778211
SESN1	0.389461153
SLC66A1	0.38929128
CTNND2	0.389287551
B3GNT4	0.389153689
BCL2L15	0.389153689
PLB1	0.389153689
SCN10A	0.389153689
BHLHE22	0.389067537
FAM186B	0.388860197
LOC728392	0.388860197
ST6GALNAC6	0.388706589
KHK	0.388641874
ATXN7L2	0.388588332
GRHL1	0.38830091
KIF5A	0.388176393
ERP27	0.388113863
GABRR2	0.387939286
MVP	0.387816033
UBXN11	0.387770946
ACMSD	0.387434006
TTC30B	0.387425821
CYB561D1	0.387258212
PRDM5	0.38721061
NIF3L1	0.387092956
TAPT1	0.387059594
TMC4	0.387053229
PLD5	0.386873981
SLC16A5	0.386718298
IPPK	0.386634334
SERPINE2	0.386451965
LRRN4	0.386334119
TAL1	0.386191067
INSC	0.385816071
BANK1	0.385687545
MAZ	0.385573916
RBM18	0.385515545
YWHAZ	0.385072378
SIRT2	0.384819098
COX10	0.38464137
MGST2	0.384389639
JDP2	0.384187129
ZFAND3	0.384097766
LRRN3	0.383702979
TTLL12	0.38334108
VAV3	0.383239028
GRSF1	0.383151235
RBL1	0.382615409
RPPH1	0.382134349
CST7	0.381143119
FCAMR	0.381143119
ISM1	0.381143119
KLRG1	0.381143119
LY6G6D	0.380946093
B3GALT6	0.380914746
VPS16	0.380895142
GATA1	0.380784355
ARL9	0.379994489
BCAT1	0.379994489
GNG14	0.379994489
NKX2-2	0.379994489
RASSF10	0.379994489
SHISA7	0.379994489
SLC7A9	0.379994489
TMEM132B	0.379994489
TRANK1	0.379994489
ZGLP1	0.379878927
TESK1	0.379728643
PIPOX	0.379680226
SP140	0.379565656
CENPN	0.37899258
ATP13A4	0.378573967
TACR1	0.378573967
ZNF689	0.378154428
MAB21L2	0.377942999
ANKS3	0.377213517
KCNAB3	0.37717583
CCT6A	0.376987541
TPX2	0.376677049
REP15	0.376051189
CCDC137	0.375805738
TSHZ3	0.375797865
TRIM62	0.375776448
SFN	0.375774133
HDDC2	0.375530291
EMID1	0.375290005
MEST	0.375126673
RIMS2	0.37512213
NR4A2	0.37504745
HNRNPC	0.374834948
C1RL	0.374713121
NRADDP	0.374540598
NICN1	0.3739914
DOC2GP	0.373632067
SNCA	0.373610318
POU4F1	0.373455961
EFCAB3	0.373399283
HTR7	0.373377841
LRRN1	0.37318228
NR0B2	0.372223603
ALOX15B	0.372015741
C11orf65	0.372015741
IPO13	0.371990719
SNURF	0.371753184
DAPP1	0.371731802
ADAM21	0.371315439
LGI2	0.370897361
REM2	0.370897361
DESI1	0.370144699
GZF1	0.370130325
ATP8B2	0.369532706
ADSS2	0.369247208
GNRH1	0.368614795
EEPD1	0.368583555
TARDBP	0.368494204
MKRN2	0.368421676
SDR9C7	0.368398847
ADAM32	0.368266589
RDH5	0.368209801
RARS2	0.368159067
VMAC	0.367189032
SLC22A3	0.366941136
TMEM40	0.366730916
C4orf47	0.366644798
LRRC32	0.366452285
VOPP1	0.366400221
PLEK	0.366054274
GPR33	0.366037713
ANKRD46	0.365878945
CDH11	0.365658539
CYFIP2	0.365018767
FAM189A1	0.364671326
SLC43A2	0.364542482
MAS1	0.364530703
ZNF286A	0.364314687
BIN2	0.364074011
TTC26	0.363590604
RD3	0.363514531
ARMC9	0.363446786
ELF4	0.363442246
KIRREL3	0.362957964
HRK	0.362869993
PALM3	0.362740442
REEP6	0.36270057
NSG2	0.362298924
FEM1A	0.362281708
ZNF746	0.361467216
ZBTB32	0.361396389
SLC25A31	0.361386318
LPAR3	0.361375916
PANK1	0.361348129
MYH8	0.36088858
FAM118B	0.360768342
WDR60	0.360300934
FAH	0.359682695
MTCP1	0.359660362
GALNT1	0.35965897
RAC1	0.359536825
CHD1L	0.359329492
AIFM3	0.358990896
KIAA1107	0.358460483
RAB11B	0.358283196
ENTPD2	0.358181827
FKBP14	0.358073992
PFKFB4	0.357957559
SLC10A1	0.35754961
RUNDC3B	0.357129921
SVEP1	0.356078411
SERINC4	0.355863358
EHMT2	0.355428321
C19orf71	0.355272832
FAM83G	0.355051612
CLIP2	0.354978798
SPNS3	0.354926104
ADCY6	0.354921533
APLP1	0.354762606
KLC3	0.354741192
GATA4	0.354563321
CCDC38	0.354202214
RELB	0.353991368
CCDC62	0.353560913
GUSB	0.35353489
HRH2	0.353355801
ACAN	0.353345667
ADAM24P	0.353345667
ADAMTS18	0.353345667
ADAMTS20	0.353345667
AGBL1	0.353345667
AICDA	0.353345667
ANKRD34B	0.353345667
AP3B2	0.353345667
AQP5	0.353345667
AREG	0.353345667
ASCL2	0.353345667
AVPR1B	0.353345667
BEST3	0.353345667
BGLAP	0.353345667
BMP3	0.353345667
BNIPL	0.353345667
C11orf16	0.353345667
C5orf49	0.353345667
C6orf58	0.353345667
C9orf153	0.353345667
CACNG6	0.353345667
CALCA	0.353345667
CALCOCO2	0.353345667
CAMK1G	0.353345667
CAPNS2	0.353345667
CBY3	0.353345667
CCDC113	0.353345667
CCDC152	0.353345667
CD70	0.353345667
CDH22	0.353345667
CHRNA9	0.353345667
CILP2	0.353345667
CLDN11	0.353345667
CLDND2	0.353345667
CLEC3A	0.353345667
CNTN3	0.353345667
COL2A1	0.353345667
CORT	0.353345667
CRYGS	0.353345667
CST6	0.353345667
DCST1	0.353345667
DEFB124	0.353345667
DEFB136	0.353345667
DGKI	0.353345667
DMC1	0.353345667
DMP1	0.353345667
DNER	0.353345667
DPP6	0.353345667
DSCAML1	0.353345667
DYNC1I1	0.353345667
DYNLRB2	0.353345667
EDN2	0.353345667
ELFN2	0.353345667
EN1	0.353345667
ENTPD3	0.353345667
EPS8L3	0.353345667
FAM124B	0.353345667
FAM181A	0.353345667
FANK1	0.353345667
FBXO16	0.353345667
FBXO43	0.353345667
FBXW12	0.353345667
FRMPD1	0.353345667
GALNT9	0.353345667
GAP43	0.353345667
GCM1	0.353345667
GCM2	0.353345667
GDAP1L1	0.353345667
GFRA4	0.353345667
GHRL	0.353345667
GJB3	0.353345667
GLIS1	0.353345667
GLP1R	0.353345667
GNAZ	0.353345667
GNG4	0.353345667
GPR152	0.353345667
GPR156	0.353345667
GPR45	0.353345667
GPR61	0.353345667
GPR62	0.353345667
GRIK3	0.353345667
GUCA2A	0.353345667
HIPK4	0.353345667
HOXD8	0.353345667
HS3ST4	0.353345667
HS3ST5	0.353345667
HSPB3	0.353345667
HUS1B	0.353345667
ICA1L	0.353345667
IDO1	0.353345667
IL4	0.353345667
IMPG1	0.353345667
INSM2	0.353345667
IQUB	0.353345667
KCNC1	0.353345667
KCNJ12	0.353345667
KCNJ13	0.353345667
KCNJ14	0.353345667
KCNMB3	0.353345667
KCNQ2	0.353345667
KCNU1	0.353345667
KIAA0408	0.353345667
KLHL14	0.353345667
KLHL34	0.353345667
KLRC3	0.353345667
KNDC1	0.353345667
L3MBTL1	0.353345667
LCTL	0.353345667
LGR6	0.353345667
LRRC4B	0.353345667
LRRC6	0.353345667
MAFA	0.353345667
MAGEB1	0.353345667
MBOAT2	0.353345667
MDH1B	0.353345667
MGARP	0.353345667
MIAT	0.353345667
MMP21	0.353345667
MOBP	0.353345667
MSH4	0.353345667
NANOG	0.353345667
NKX3-2	0.353345667
NLGN1	0.353345667
NOBOX	0.353345667
NPAS4	0.353345667
NTSR2	0.353345667
OACYLP	0.353345667
OOEP	0.353345667
OOSP1	0.353345667
OPRD1	0.353345667
OR5K3	0.353345667
OR5V1	0.353345667
OSTN	0.353345667
OTOGL	0.353345667
OTUD7A	0.353345667
OTX1	0.353345667
P2RX2	0.353345667
PABPN1L	0.353345667
PADI6	0.353345667
PAX1	0.353345667
PAX7	0.353345667
PCDHAC2	0.353345667
PCDHB3	0.353345667
PDE6H	0.353345667
PKD1L2	0.353345667
PLA2G4E	0.353345667
PMCH	0.353345667
PNMT	0.353345667
PPP1R36	0.353345667
PRIMA1	0.353345667
PRND	0.353345667
PRR19	0.353345667
PRSS33	0.353345667
PRSS46P	0.353345667
PRSS56	0.353345667
PTPN5	0.353345667
PTPRZ1	0.353345667
QRICH2	0.353345667
RAB9B	0.353345667
RBM44	0.353345667
REG3G	0.353345667
RHAG	0.353345667
RHD	0.353345667
RIIAD1	0.353345667
RIMBP2	0.353345667
RIMS4	0.353345667
RLBP1	0.353345667
RNF112	0.353345667
RNF133	0.353345667
RNF182	0.353345667
RNF183	0.353345667
RORB	0.353345667
RTKN2	0.353345667
SCGB3A1	0.353345667
SCRG1	0.353345667
SCUBE2	0.353345667
SCUBE3	0.353345667
SEMA3E	0.353345667
SERPINB12	0.353345667
SERPINE3	0.353345667
SEZ6	0.353345667
SIGLECL1	0.353345667
SIX2	0.353345667
SLC22A12	0.353345667
SLC22A6	0.353345667
SLC22A8	0.353345667
SLC26A3	0.353345667
SLC29A4	0.353345667
SLC32A1	0.353345667
SLC38A5	0.353345667
SLC6A18	0.353345667
SLITRK2	0.353345667
SLURP1	0.353345667
SOSTDC1	0.353345667
SOX8	0.353345667
SP7	0.353345667
SPATA18	0.353345667
SPATA21	0.353345667
SPOCK3	0.353345667
SPRY3	0.353345667
SULT4A1	0.353345667
SYCE3	0.353345667
SYT17	0.353345667
TBX19	0.353345667
TCTE1	0.353345667
TFAP2C	0.353345667
TKTL1	0.353345667
TM4SF19	0.353345667
TMEM121	0.353345667
TMEM132C	0.353345667
TMEM190	0.353345667
TMEM30CP	0.353345667
TMEM63C	0.353345667
TNFRSF17	0.353345667
TNFSF18	0.353345667
TNN	0.353345667
TPH2	0.353345667
TPO	0.353345667
TRAT1	0.353345667
TRIM55	0.353345667
TRPV1	0.353345667
TSSK3	0.353345667
TTLL6	0.353345667
TULP1	0.353345667
UPK2	0.353345667
VDR	0.353345667
VIPR2	0.353345667
WNK3	0.353345667
WNT10B	0.353345667
XKR4	0.353345667
ITGA11	0.353222507
ING1	0.353109393
CEP78	0.35263566
TMEM39A	0.35253727
PATZ1	0.352471608
TNFRSF9	0.352428436
PLCG2	0.35240233
SLC2A3	0.352268094
ARHGEF15	0.352080075
BSN	0.352073706
KCNJ5	0.352051146
TACO1	0.352002156
ADCY1	0.351735937
NUDT10	0.351735937
ARL15	0.351717454
ABHD3	0.351667182
TRA2A	0.351633971
LMOD1	0.351026593
PTGER2	0.350649909
C14orf93	0.350607756
NIPAL2	0.350338096
ST8SIA1	0.350063027
DHFR	0.349302791
ZNF428	0.34898668
P2RY1	0.348865156
TPST1	0.348650066
FBN1	0.348580706
PLEKHF1	0.3485412
RAB3D	0.347961216
SLC12A5	0.347757582
WDR70	0.34771189
PLXDC2	0.347627516
OAS3	0.347480306
P2RX3	0.347335176
ZC3H12A	0.347193291
KIF20A	0.34716074
CYP1A1	0.346761538
BYSL	0.346276908
UCHL1	0.346262126
KLHL8	0.346054253
NIP7	0.345437091
EFHD1	0.345437046
DGKE	0.345252409
MNS1	0.345160826
ISLR2	0.34501244
PIGU	0.344893148
LAMC2	0.344816446
CR1L	0.343253937
RIC3	0.342654107
MOSPD1	0.3426538
TLR6	0.342636958
USP1	0.342077398
DDX54	0.34197096
SHISA9	0.341733422
ARMC7	0.341054907
JAG1	0.340443642
GNG7	0.340281834
AKR1C1	0.340263115
NCAM1	0.340175931
SMUG1	0.340014254
TNNT2	0.340013498
BAIAP2L2	0.339686812
KNG1	0.339638597
GLYR1	0.33953554
ETAA1	0.339513136
RASL10B	0.339477887
KCNK2	0.339379751
TNIP1	0.338927469
GTPBP8	0.338822543
NOXO1	0.338748019
CD247	0.338602466
SH3BP4	0.338085564
GATA5	0.338064451
GLB1	0.33744276
SESN2	0.337234111
TRIM13	0.337097244
SHC4	0.336892597
FANCF	0.336872976
EPS8	0.336729933
LRRC46	0.336614367
PDE4C	0.336592806
PTPN7	0.336129863
CEP70	0.335872638
SENP8	0.335601773
IL2RA	0.335486219
C12orf4	0.335464145
SLC25A15	0.335084469
LRRC29	0.334897869
KBTBD4	0.334210143
RPE	0.333133227
CD69	0.332626598
ITGBL1	0.332440869
CD80	0.332423336
ACER3	0.332414961
TSPAN6	0.332410117
PCDHB7	0.332031509
ROBO2	0.331983172
STOML1	0.331782285
EOMES	0.331695484
POLQ	0.33162723
GIMAP7	0.331616738
ST3GAL2	0.331326718
KCTD7	0.331105194
ILDR1	0.33093679
HMMR	0.330913959
P2RX7	0.330615273
CENPW	0.330576155
SOWAHB	0.330495797
RHOJ	0.330447234
FMO1	0.329911046
ZFP1	0.329648098
PITPNM3	0.32960729
ANTXR1	0.32937859
SLC8A3	0.329118075
ACTL7B	0.32886521
GJA8	0.32886521
KCNMB2	0.32886521
MMP24	0.32886521
MPL	0.32886521
NPC1L1	0.32886521
TMEM239	0.32886521
TRIM38	0.32886521
TTC21A	0.32886521
TTLL10	0.32886521
TUBA3E	0.32886521
SESTD1	0.328750602
SERPINE1	0.328682704
LBR	0.328619489
RBMXL2	0.32770032
DZIP1L	0.327228635
TRAF7	0.32716668
ZNF606	0.327104
GPX5	0.326945008
HAVCR1	0.326945008
FGFR1OP2	0.3265161
CHST4	0.326429871
FAM189B	0.325994022
RASL11A	0.32582953
STRADA	0.325824345
PTPRU	0.325775128
TBX21	0.325563398
PCYOX1L	0.325494296
ZNF341	0.325408191
SERPINA10	0.325390403
DAPL1	0.324915977
MALL	0.324915977
TMC5	0.324915977
ULK4	0.324915977
TMEM161A	0.324795186
IFITM5	0.324470288
WDR47	0.324426862
LLGL1	0.323787354
CXXC5	0.323634028
HAUS1	0.323499946
ZNF449	0.323268824
GLS	0.323213829
DLL1	0.323149196
MYLIP	0.322961391
PDGFRA	0.322391894
OSBPL9	0.321958511
NR1D2	0.321819099
TMPRSS2	0.321703729
SLC4A10	0.321656658
NTNG2	0.321488638
PARP10	0.321470766
DNAJC27	0.320958467
PKHD1L1	0.320698509
CLSPN	0.320480529
H3-5	0.320446008
NAA50	0.320404221
KLHL29	0.320276281
ADRA1D	0.319933913
ATP2B3	0.319933913
C1QL4	0.319933913
CDRT1	0.319933913
ELAVL3	0.319933913
FCRL6	0.319933913
FGF2	0.319933913
GABRE	0.319933913
GADL1	0.319933913
GHRHR	0.319933913
GPR173	0.319933913
IL31RA	0.319933913
KCNA1	0.319933913
MYO15A	0.319933913
RGS17	0.319933913
RIMKLB	0.319933913
SLC36A3	0.319933913
TCAM1P	0.319933913
VGF	0.319933913
ALOX5	0.319817938
MSN	0.319657243
EGFL6	0.319437785
PHF13	0.319343639
CXCR2	0.319111175
MZF1	0.318866435
AIRN	0.318843483
DGAT2	0.318835492
CLU	0.318725147
LTV1	0.318450461
IL17RE	0.318327738
PCYT1B	0.318076048
ZNRF1	0.317948924
JAG2	0.317137068
RPAP3	0.316893423
DLGAP3	0.316814169
TTC30A	0.316697608
ALPL	0.316646607
LRTM1	0.316560541
GRK6	0.315877451
TRPC3	0.315617577
ABCC1	0.315543142
EVI5L	0.315367763
ZNF580	0.315110292
DPYSL4	0.31487578
ARL4C	0.314624591
DAXX	0.314576602
NUAK2	0.314571786
TLR2	0.314565872
THUMPD3-AS1	0.314559342
DHX35	0.314505969
CH25H	0.31418217
CEBPA	0.314036713
GPR18	0.313964355
TFPI2	0.313954559
MTMR14	0.313555747
TBC1D19	0.3132311
SUV39H1	0.313194931
ABCB4	0.312869025
MYO1C	0.312554925
ZNF330	0.312428278
LIMK2	0.31229189
MADCAM1	0.311535185
PIP5K1A	0.311214759
SET	0.310938213
AGK	0.310672632
LRWD1	0.310477044
TMEM181	0.310223735
RGS11	0.309963831
FAM78B	0.309953825
LAPTM5	0.309938335
ADAM33	0.309933458
SBSN	0.309796131
YY2	0.309592389
LSM12	0.309583267
RNASE10	0.309413232
CUBN	0.309322469
GPR21	0.309322469
LHX9	0.309322469
PEBP4	0.309322469
TLCD3B	0.30904546
SEMA5A	0.309043644
CTC1	0.308966709
SKAP2	0.308882706
CACNB4	0.308823284
PCOLCE2	0.308574051
MARVELD1	0.308568116
USP16	0.308127072
GALNT7	0.307933386
CCDC159	0.307928618
RFFL	0.307491516
ZNF579	0.307479162
LIPH	0.307328798
LLGL2	0.307264668
GRAMD1B	0.307047117
ODF2L	0.306732567
USP3	0.306629889
ZNF354A	0.306550476
ERC2	0.306431425
ELP3	0.305522219
PAX6	0.305157272
ASTN1	0.30492903
PLXNB3	0.304847689
RUSC2	0.304781488
LAG3	0.304758533
ZNF296	0.304604479
DOK4	0.304473009
CCDC91	0.304231931
RAB43	0.303948867
PDGFD	0.303693705
TRDMT1	0.303438732
INTS5	0.303387581
FGD5	0.303333198
PLCL1	0.303186459
PTDSS1	0.303131773
CC2D1B	0.303045161
GNAT2	0.30289792
GM2A	0.302068048
FBXW5	0.301964743
SRC	0.301915001
LMTK3	0.301383545
MAGI2	0.300933709
MFSD12	0.300913341
SMO	0.300233462
POLD2	0.299751823
POLA1	0.299323413
POLI	0.298940666
ANKS6	0.298633549
GNE	0.298621972
SEMA3A	0.29819583
FBXO22	0.29803722
SNRNP70	0.297880966
MOGAT2	0.297630033
ACTL6A	0.297603382
GOLT1B	0.297553302
WDR43	0.297033375
DMPK	0.296244317
SLC5A8	0.296152933
IRAK1BP1	0.295981767
CYP26B1	0.295594512
PCDHB16	0.295533845
ACAD9	0.295464173
MYPOP	0.295279088
SYK	0.29493636
CDS1	0.294814289
PCDHGB7	0.294455262
ACSM2A	0.294265788
CLCA1	0.294182125
CCND2	0.294134704
SLC25A12	0.293868586
NQO1	0.293567319
TMX1	0.293560068
TAPBP	0.293543714
TXNDC5	0.293538591
SHISA5	0.29312467
LMNB2	0.292958353
XYLT2	0.292937048
CHTF18	0.292475346
WDR77	0.292218112
CALR3	0.291728756
CDCA8	0.291606477
EED	0.291133907
THRA	0.290589935
ASXL3	0.290568537
NKX2-1	0.290568537
CD101	0.290532083
AZI2	0.2904204
TMEM185B	0.290295717
LYSMD4	0.290224177
BEND5	0.290085922
NOVA2	0.289966909
ANGEL1	0.289550726
TGFB1I1	0.289510482
HLA-F	0.289103954
LIPC	0.289027848
EPHB2	0.288833404
RNF150	0.288784172
MSH5	0.288618938
CROT	0.288597954
DUS4L	0.288268472
ABCB9	0.288175766
SLC24A5	0.288052851
KLHL4	0.28750975
MMRN1	0.287423356
ZBTB22	0.287327119
CEP57L1	0.287322781
VPS41	0.287188962
SUGP1	0.286969589
PFKL	0.286814771
EIF4H	0.286422799
ZNF791	0.286317785
MOB3C	0.285327277
SLC25A18	0.28532257
IRAK2	0.285179714
LEF1	0.285133368
TEKT4	0.285075323
AKIRIN2	0.284961675
E2F8	0.284627625
UBASH3B	0.284513509
EEFSEC	0.284248238
PAQR8	0.284204651
RHBDL2	0.283997685
TET1	0.283920718
TCN2	0.283483852
PPFIA2	0.282852195
RAB19	0.282397033
CROCC	0.282121834
BRSK2	0.281523312
THEM5	0.281523312
TRIM9	0.281523312
LSG1	0.281114275
ICAM1	0.281007157
MS4A1	0.280874936
CYBRD1	0.280874409
PCDHGA2	0.280695121
LAX1	0.280326142
ANAPC2	0.280301619
CHN1	0.27995038
SERPINB7	0.279774019
UBLCP1	0.279710251
BTK	0.279607638
MAN1C1	0.279333681
SOX2-OT	0.279127694
RAD18	0.279106291
PLEKHH2	0.279049825
SPTLC2	0.278833281
DSN1	0.278661894
HPCA	0.27860507
LEKR1	0.278575126
ICOSLG	0.278371573
REM1	0.278345108
DBIL5P	0.278313732
TSPYL4	0.27824162
PTPRR	0.278148116
CLEC4E	0.278038847
MSMP	0.277765833
OSGIN2	0.27681381
P4HA1	0.276711366
CD4	0.276705116
SLC16A9	0.276659328
GLB1L	0.276287303
CCDC88A	0.276263773
FCRL5	0.276260072
OMG	0.276260072
ZNF248	0.276107894
ING5	0.276000572
ITGB4	0.275854807
ZNF112	0.275812626
ITGA2B	0.275660028
CRY1	0.275437757
PPP1R16B	0.275402861
TLCD2	0.27528972
MRGPRF	0.275240143
PCDHB15	0.275118967
THBD	0.275099338
SOBP	0.274778678
MAT1A	0.27470956
C16orf46	0.274623762
ARMCX1	0.274593765
FZD2	0.274543189
PLXNA3	0.274500376
GSG1L	0.274064171
MADD	0.274019295
PER3	0.272621619
PTGR2	0.272175892
DPYSL5	0.272158635
MLLT1	0.27211489
SYDE1	0.272095704
LONRF1	0.271811915
SMPD3	0.271581488
EFR3B	0.271302671
KDM4A	0.271250366
TMEM18	0.270554511
HMGA2	0.270459357
CYSLTR1	0.270357589
B4GALNT2	0.270320247
FGD1	0.27013101
PUS3	0.269950881
ARL6IP6	0.26980329
DDR1	0.269797139
DSEL	0.269453272
ZFP28	0.269374249
EGR2	0.26912434
ZNF764	0.268801785
TUSC3	0.268379299
UNKL	0.268209953
KCNJ9	0.268091039
LIMD1	0.268023954
SAMD11	0.267985534
TNFSF14	0.267867801
ARHGAP4	0.267554331
SLC7A11	0.267470893
MIS18BP1	0.267370784
RAB39A	0.267061614
CLEC12B	0.267045905
NOXA1	0.267045905
PSMD1	0.266652896
EIF2A	0.266515123
SMC1B	0.266211368
NME5	0.265957823
PYGO1	0.265953031
CD36	0.265890209
KEAP1	0.265746809
RFXANK	0.265580773
CENPM	0.265439453
MYL4	0.265316947
FGFBP3	0.265091535
AQP12A	0.265022261
CCDC155	0.265022261
CCNA1	0.265022261
CETN1	0.265022261
CETN4P	0.265022261
CLDN9	0.265022261
CNTNAP3	0.265022261
HOXA6	0.265022261
HSD11B2	0.265022261
IDI2	0.265022261
IL21	0.265022261
KRT20	0.265022261
KRT222	0.265022261
LRRC10B	0.265022261
MUC17	0.265022261
NPAS1	0.265022261
PABPC5	0.265022261
PNLIPRP2	0.265022261
PRM3	0.265022261
PRSS1	0.265022261
SH3GL3	0.265022261
SHCBP1L	0.265022261
SLCO6A1	0.265022261
VAX2	0.265022261
ZNF365	0.265022261
SRSF2	0.264784254
CARNS1	0.264675607
WBP4	0.264570047
TTLL1	0.264503309
EXOG	0.26430475
NRIP3	0.263446972
DPAGT1	0.263358397
SNRPA	0.26330989
AHSA2P	0.263189655
RBM7	0.262918118
ORAI2	0.262739289
RASSF6	0.262543029
PIGL	0.261997899
CCDC77	0.261972978
PTPN2	0.261552874
PCDH12	0.260598946
MEX3D	0.260497854
FAM3D	0.260144755
OR1E1	0.260144755
SLC39A11	0.259473807
PPM1E	0.259042767
RANBP17	0.258215733
HSD17B4	0.257661904
AP1S2	0.257501919
ADAT1	0.257118447
PDE1A	0.257031167
INSL6	0.256955059
DBR1	0.256738464
IL12B	0.256618462
EFNB2	0.256389851
PGM2	0.256282066
FNDC1	0.256085348
HARS2	0.25605695
PRX	0.255832959
LPIN3	0.255701017
XCL1	0.255351854
RRAD	0.255273277
TUBE1	0.254820538
VMO1	0.254820127
IL20RB	0.254567086
PPT1	0.254012464
HNRNPAB	0.253527974
OSBPL6	0.253413481
TCF23	0.253413481
PPM1H	0.253105409
BEX4	0.252821603
ZNF76	0.252628577
SLC31A2	0.252434913
TSPYL5	0.252314717
STX11	0.252243296
RPAP2	0.252196126
SPOCK2	0.252040269
PNPLA1	0.251653994
C16orf58	0.251558771
NKD1	0.251238185
CCT8	0.251175386
TAS1R1	0.251134164
CASP2	0.251048375
PNPLA8	0.250767033
MSX1	0.250709704
BRD7	0.250152408
CD33	0.249939267
SOX9	0.249531041
SLC25A21	0.249530788
TGFB2	0.249500412
TAS1R3	0.249320204
SFRP1	0.249246553
ART2BP	0.248929316
DCAF4	0.24884885
MOB4	0.248751247
CPEB1	0.248641258
LETM1	0.248639268
PEX2	0.248548518
FLT3	0.248529148
PRPF18	0.24851663
BTNL10	0.248427382
PGRMC1	0.248338221
COL23A1	0.248279528
LY6G5B	0.247991334
REG4	0.247955299
IFFO1	0.247530587
PKN3	0.247500574
PIP4K2C	0.247402873
PARN	0.247361312
IDI1	0.247345203
NEURL2	0.247158713
FERMT1	0.247094966
BID	0.247061123
CMKLR1	0.246914204
ZNF786	0.246855963
ACTG2	0.246690734
SNHG10	0.24659124
EBF3	0.246407243
FBXL12	0.246268615
PRKCG	0.245923424
IL12RB2	0.245866937
RUNX1	0.245794229
MPP6	0.245066455
GUF1	0.24489472
FAM20A	0.244833889
CCR10	0.244629776
NEU3	0.243608132
DNAJA3	0.243565648
PNO1	0.243545565
SLC35E4	0.243087307
USP14	0.242468101
CD109	0.242214313
KIF18A	0.24220126
EIF3B	0.242147356
CADM2	0.242056865
SLC45A1	0.242056865
MPP3	0.241982836
RHBDF2	0.241857886
ADCY3	0.241744099
SERPINA1	0.241628587
INCENP	0.240989629
TONSL	0.240848152
UIMC1	0.24084208
TESPA1	0.24078686
ALKBH1	0.240717218
CSTA	0.240548202
TMEM241	0.240483379
B4GALT6	0.240316418
GDF1	0.240105955
ABCC5	0.240098388
LRRC24	0.239557006
MS4A6A	0.239466646
LCP2	0.239423954
RNF138	0.238974017
KCNB1	0.238848052
DYRK1B	0.238677811
HCRTR2	0.238339825
ANKRD10	0.238262773
DEAF1	0.238247266
MGAT3	0.238204884
SOX4	0.23801534
XIST	0.237779989
TWIST2	0.23772378
FRS3	0.237504231
NPM2	0.237230186
PLCL2	0.23700401
SLC9A3R1	0.236924231
PRKCD	0.236877942
TRAP1	0.236287365
TUBB2B	0.236284814
CARHSP1	0.236281213
KIAA1211L	0.235502097
ZFP14	0.235443946
VEGFC	0.235278353
C15orf62	0.235052972
SART1	0.234498032
CD5	0.233402323
ZADH2	0.233352515
HELLS	0.232945068
EPHA5	0.232689839
FGF7	0.232689839
MFSD2B	0.232513809
SCML4	0.232421194
FILIP1	0.232019006
TNFRSF18	0.231488795
SPAG5	0.231449448
ZNF251	0.231431875
RGS16	0.231162974
NCKAP1L	0.231028741
PSKH1	0.230902571
FAM76A	0.230860094
TNXB	0.230816793
CCR9	0.230730033
LIPI	0.230529115
PGPEP1L	0.230529115
DTX2	0.229958573
PTGER3	0.22989071
STMN2	0.22989071
PGAM5	0.229588433
AMPD3	0.229460679
TMED9	0.229268602
SCPEP1	0.229254139
TRPM2	0.229103719
PRAM1	0.228852892
KLHL25	0.228830811
HAP1	0.22872407
TTLL3	0.228706594
ST7L	0.228574405
GFM1	0.228311999
OTUB2	0.228226533
ASB8	0.22819514
E2F1	0.228153091
FAT3	0.228125303
TTC8	0.228080826
EDNRB	0.227700809
C7orf31	0.22728083
COL24A1	0.227198738
CHAC2	0.22698827
ARFGAP1	0.226950071
GPR55	0.226796773
NEK3	0.226677507
TNKS1BP1	0.226438164
ZFAT	0.22620361
GZMM	0.225935844
TM4SF5	0.225772731
SLC15A2	0.225485561
HINFP	0.225351125
UBE3D	0.225110559
TNFAIP2	0.224676708
NAGA	0.224392627
CATSPERG	0.224284479
CES1	0.223905995
SIRPB1	0.223644218
TRIB2	0.223643351
C5orf22	0.22358116
IFT88	0.222832335
C15orf39	0.222024222
DNAJC25	0.221672648
JAKMIP3	0.221308112
TMPRSS6	0.220815066
VILL	0.220453275
NUP210L	0.219818408
EGFL8	0.219781563
ST3GAL6	0.219560593
FAM185A	0.219500492
SEZ6L2	0.218584917
UOX	0.217826869
ARGLU1	0.217425689
SMYD3	0.217375406
KIF20B	0.217298278
PIGZ	0.217232649
GC	0.217137892
ACTR3	0.217072136
EZH1	0.217048712
RAB13	0.216840532
MELK	0.21673213
CRHR2	0.216649438
MEX3A	0.216507909
KCNK13	0.216480258
FOXS1	0.216424573
TMEM98	0.215986189
TCP11L1	0.215700277
KRT10	0.215647322
FUT8	0.214965972
GPRC5A	0.214929003
PSPC1	0.214921612
RCAN1	0.214714793
TM4SF4	0.214712764
